payment_id;customer_id;staff_id;rental_id;amount;payment_date
22058.0;535.0;2.0;12673.0;4.99;20200318000000
23136.0;46.0;1.0;15758.0;5.99;20200323000000
24103.0;148.0;2.0;14713.0;0.99;20200321000000
21927.0;521.0;2.0;12082.0;4.99;20200317000000
21000.0;422.0;1.0;12907.0;9.99;20200319000000
20567.0;379.0;2.0;13397.0;7.99;20200319000000
20410.0;363.0;1.0;14694.0;2.99;20200321000000
21134.0;438.0;1.0;13414.0;4.99;20200320000000
22537.0;589.0;2.0;10544.0;4.99;20200301000000
24438.0;182.0;1.0;12573.0;4.99;20200318000000
20001.0;318.0;1.0;14276.0;2.99;20200321000000
19768.0;292.0;1.0;15117.0;2.99;20200322000000
20934.0;416.0;1.0;11557.0;6.99;20200317000000
23588.0;94.0;1.0;14865.0;4.99;20200322000000
21357.0;460.0;1.0;13341.0;3.99;20200319000000
22349.0;567.0;2.0;13031.0;2.99;20200319000000
24378.0;177.0;2.0;10321.0;4.99;20200301000000
21804.0;507.0;1.0;15394.0;2.99;20200323000000
20940.0;416.0;1.0;15727.0;2.99;20200323000000
23404.0;75.0;1.0;11330.0;0.99;20200302000000
20852.0;408.0;1.0;12498.0;2.99;20200318000000
22314.0;564.0;2.0;11768.0;2.99;20200317000000
19924.0;308.0;2.0;14946.0;2.99;20200322000000
20369.0;359.0;1.0;15148.0;4.99;20200322000000
21966.0;526.0;2.0;13224.0;8.99;20200319000000
20691.0;391.0;2.0;11434.0;2.99;20200302000000
23154.0;50.0;2.0;10485.0;7.99;20200301000000
24301.0;168.0;2.0;15683.0;2.99;20200323000000
21585.0;482.0;2.0;15865.0;2.99;20200323000000
22606.0;597.0;1.0;12992.0;0.99;20200319000000
19700.0;284.0;1.0;14921.0;4.99;20200322000000
20831.0;406.0;1.0;11603.0;4.99;20200317000000
21574.0;481.0;2.0;14584.0;0.99;20200321000000
23830.0;123.0;2.0;15525.0;4.99;20200323000000
20836.0;407.0;2.0;10774.0;4.99;20200301000000
22816.0;15.0;1.0;11141.0;2.99;20200302000000
21593.0;484.0;1.0;12024.0;0.99;20200317000000
20649.0;387.0;1.0;12936.0;6.99;20200319000000
22265.0;559.0;2.0;11136.0;1.99;20200302000000
21515.0;474.0;1.0;12236.0;4.99;20200318000000
23515.0;86.0;1.0;13874.0;2.99;20200320000000
24748.0;221.0;1.0;14419.0;7.99;20200321000000
23425.0;77.0;2.0;13752.0;9.99;20200320000000
21858.0;514.0;2.0;12067.0;4.99;20200317000000
24658.0;212.0;2.0;10273.0;4.99;20200301000000
19636.0;277.0;1.0;12458.0;5.99;20200318000000
23225.0;56.0;2.0;12537.0;1.99;20200318000000
24356.0;174.0;1.0;15975.0;4.99;20200323000000
20090.0;329.0;1.0;12659.0;6.99;20200318000000
25109.0;262.0;1.0;14180.0;4.99;20200321000000
24887.0;239.0;1.0;11968.0;0.99;20200317000000
19565.0;271.0;2.0;14234.0;0.99;20200321000000
21879.0;515.0;2.0;15274.0;4.99;20200322000000
20448.0;367.0;1.0;14413.0;6.99;20200321000000
24468.0;186.0;1.0;12438.0;8.99;20200318000000
22454.0;579.0;1.0;14185.0;0.99;20200321000000
25027.0;255.0;2.0;11979.0;4.99;20200317000000
22261.0;558.0;1.0;14286.0;5.99;20200321000000
19786.0;294.0;2.0;11981.0;2.99;20200317000000
22319.0;564.0;1.0;13701.0;0.99;20200320000000
23684.0;108.0;1.0;12583.0;2.99;20200318000000
22681.0;1.0;2.0;11299.0;3.99;20200302000000
21660.0;492.0;1.0;14255.0;2.99;20200321000000
19667.0;279.0;1.0;14789.0;4.99;20200322000000
21029.0;425.0;2.0;14881.0;4.99;20200322000000
23743.0;115.0;2.0;10919.0;0.99;20200302000000
24188.0;156.0;2.0;14831.0;4.99;20200322000000
20968.0;418.0;1.0;14836.0;4.99;20200322000000
24858.0;236.0;1.0;11895.0;4.99;20200317000000
20205.0;341.0;2.0;13806.0;4.99;20200320000000
20830.0;406.0;1.0;10632.0;1.99;20200301000000
21292.0;454.0;1.0;12553.0;0.99;20200318000000
23856.0;126.0;2.0;14477.0;2.99;20200321000000
23912.0;131.0;2.0;13346.0;7.99;20200319000000
19899.0;306.0;2.0;11776.0;0.99;20200317000000
24136.0;151.0;2.0;13230.0;0.99;20200319000000
21853.0;513.0;1.0;14875.0;4.99;20200322000000
22769.0;9.0;1.0;12228.0;2.99;20200318000000
20951.0;417.0;1.0;14304.0;6.99;20200321000000
24684.0;214.0;1.0;14567.0;0.99;20200321000000
23228.0;56.0;1.0;13769.0;5.99;20200320000000
24647.0;211.0;2.0;11963.0;3.99;20200317000000
20935.0;416.0;1.0;12722.0;8.99;20200318000000
20402.0;362.0;1.0;14752.0;5.99;20200322000000
21753.0;503.0;2.0;11075.0;2.99;20200302000000
21588.0;483.0;1.0;10953.0;6.99;20200302000000
22522.0;587.0;1.0;11078.0;2.99;20200302000000
20917.0;414.0;2.0;13657.0;4.99;20200320000000
21899.0;518.0;1.0;13539.0;6.99;20200320000000
23650.0;103.0;2.0;16048.0;8.99;20200324000000
20265.0;347.0;2.0;15555.0;4.99;20200323000000
23612.0;98.0;2.0;12221.0;5.99;20200318000000
23580.0;93.0;2.0;14333.0;4.99;20200321000000
25142.0;265.0;1.0;14547.0;6.99;20200321000000
20163.0;337.0;2.0;15241.0;4.99;20200322000000
23293.0;63.0;1.0;15060.0;5.99;20200322000000
23148.0;49.0;1.0;10588.0;2.99;20200301000000
20796.0;403.0;2.0;11391.0;9.99;20200302000000
22059.0;535.0;1.0;12732.0;0.99;20200318000000
21846.0;513.0;1.0;11755.0;3.99;20200317000000
21950.0;524.0;2.0;13626.0;2.99;20200320000000
20905.0;413.0;1.0;13318.0;2.99;20200319000000
19524.0;267.0;2.0;13236.0;9.99;20200319000000
19813.0;297.0;1.0;11780.0;2.99;20200317000000
20209.0;342.0;1.0;10242.0;4.99;20200301000000
25116.0;262.0;1.0;15918.0;3.99;20200323000000
24507.0;190.0;2.0;11158.0;6.99;20200302000000
23936.0;134.0;2.0;11482.0;4.99;20200302000000
22282.0;560.0;1.0;14436.0;2.99;20200321000000
21864.0;514.0;1.0;14052.0;0.99;20200320000000
22347.0;567.0;2.0;11749.0;2.99;20200317000000
22050.0;534.0;2.0;13294.0;0.99;20200319000000
22646.0;204.0;2.0;13899.0;2.99;20200320000000
22477.0;582.0;2.0;11290.0;7.99;20200302000000
20438.0;366.0;1.0;14390.0;2.99;20200321000000
21505.0;473.0;2.0;14658.0;4.99;20200321000000
21314.0;456.0;1.0;13144.0;8.99;20200319000000
24434.0;181.0;2.0;15196.0;2.99;20200322000000
23603.0;97.0;1.0;10820.0;2.99;20200302000000
24856.0;236.0;2.0;11486.0;3.99;20200303000000
19610.0;275.0;2.0;13860.0;2.99;20200320000000
22725.0;5.0;1.0;12145.0;9.99;20200318000000
19829.0;298.0;2.0;14473.0;0.99;20200321000000
24362.0;175.0;2.0;13833.0;6.99;20200320000000
21822.0;510.0;1.0;15065.0;4.99;20200322000000
20776.0;400.0;1.0;14775.0;2.99;20200322000000
24196.0;157.0;1.0;13097.0;4.99;20200319000000
19886.0;305.0;2.0;10929.0;4.99;20200302000000
20871.0;410.0;1.0;11694.0;6.99;20200317000000
22515.0;586.0;2.0;14043.0;2.99;20200320000000
21634.0;488.0;2.0;15499.0;2.99;20200323000000
24638.0;210.0;2.0;12986.0;4.99;20200319000000
21361.0;460.0;2.0;15954.0;2.99;20200323000000
24516.0;190.0;2.0;14166.0;2.99;20200321000000
24937.0;244.0;2.0;11157.0;0.99;20200302000000
20513.0;373.0;1.0;13329.0;3.99;20200319000000
22935.0;26.0;2.0;13111.0;4.99;20200319000000
20355.0;357.0;1.0;14926.0;0.99;20200322000000
23704.0;111.0;2.0;12196.0;3.99;20200318000000
22183.0;550.0;1.0;11969.0;4.99;20200317000000
23011.0;34.0;2.0;11096.0;0.99;20200302000000
23598.0;96.0;2.0;12525.0;4.99;20200318000000
23081.0;40.0;1.0;15193.0;2.99;20200322000000
22361.0;569.0;1.0;11030.0;1.99;20200302000000
22859.0;19.0;1.0;13718.0;8.99;20200320000000
23730.0;113.0;1.0;15770.0;2.99;20200323000000
23967.0;137.0;1.0;13776.0;5.99;20200320000000
22868.0;20.0;1.0;12180.0;0.99;20200318000000
22413.0;575.0;2.0;10629.0;7.99;20200301000000
23302.0;65.0;2.0;11100.0;5.99;20200302000000
20701.0;392.0;1.0;12368.0;6.99;20200318000000
22503.0;584.0;1.0;14930.0;1.99;20200322000000
24262.0;165.0;1.0;10565.0;4.99;20200301000000
19954.0;312.0;2.0;14362.0;2.99;20200321000000
25067.0;258.0;1.0;13491.0;4.99;20200320000000
20786.0;401.0;1.0;15831.0;0.99;20200323000000
23649.0;103.0;2.0;15679.0;0.99;20200323000000
24732.0;220.0;1.0;11622.0;4.99;20200317000000
23275.0;61.0;1.0;15681.0;1.99;20200323000000
19546.0;269.0;1.0;14266.0;4.99;20200321000000
23913.0;131.0;2.0;13353.0;2.99;20200319000000
20169.0;338.0;2.0;11719.0;5.99;20200317000000
23443.0;79.0;2.0;11641.0;4.99;20200317000000
22611.0;598.0;2.0;11350.0;0.99;20200302000000
23143.0;48.0;2.0;10276.0;2.99;20200301000000
20953.0;417.0;2.0;14882.0;2.99;20200322000000
20174.0;338.0;2.0;15173.0;6.99;20200322000000
21209.0;445.0;1.0;14866.0;6.99;20200322000000
24396.0;178.0;1.0;13127.0;2.99;20200319000000
23572.0;92.0;2.0;14998.0;4.99;20200322000000
22501.0;584.0;2.0;14230.0;5.99;20200321000000
19904.0;306.0;1.0;13873.0;0.99;20200320000000
21977.0;527.0;1.0;11150.0;2.99;20200302000000
22251.0;557.0;2.0;15236.0;0.99;20200322000000
21461.0;469.0;1.0;15561.0;9.99;20200323000000
24967.0;247.0;1.0;12824.0;4.99;20200319000000
23582.0;93.0;2.0;15631.0;2.99;20200323000000
24842.0;234.0;1.0;11882.0;3.99;20200317000000
21860.0;514.0;1.0;12302.0;4.99;20200318000000
21153.0;440.0;1.0;12850.0;0.99;20200319000000
20204.0;341.0;2.0;13074.0;8.99;20200319000000
21286.0;453.0;2.0;14306.0;5.99;20200321000000
21031.0;425.0;2.0;15784.0;6.99;20200323000000
21861.0;514.0;2.0;12578.0;0.99;20200318000000
20616.0;383.0;2.0;14678.0;4.99;20200321000000
24185.0;156.0;2.0;13531.0;2.99;20200320000000
25021.0;254.0;1.0;12874.0;0.99;20200319000000
25089.0;260.0;1.0;13685.0;3.99;20200320000000
21796.0;506.0;2.0;14395.0;6.99;20200321000000
23124.0;46.0;1.0;11721.0;0.99;20200317000000
24218.0;159.0;1.0;15197.0;0.99;20200322000000
21965.0;526.0;1.0;12607.0;0.99;20200318000000
21795.0;506.0;1.0;14337.0;2.99;20200321000000
23367.0;72.0;1.0;11630.0;2.99;20200317000000
23178.0;52.0;2.0;10591.0;0.99;20200301000000
22876.0;20.0;1.0;15460.0;2.99;20200323000000
23573.0;93.0;2.0;11271.0;5.99;20200302000000
24794.0;228.0;2.0;13458.0;4.99;20200320000000
21305.0;455.0;1.0;12314.0;4.99;20200318000000
19831.0;298.0;2.0;15262.0;4.99;20200322000000
22552.0;591.0;2.0;12203.0;5.99;20200318000000
21651.0;490.0;1.0;15448.0;2.99;20200323000000
19583.0;273.0;2.0;14092.0;4.99;20200321000000
22004.0;530.0;1.0;11326.0;0.99;20200302000000
24758.0;223.0;2.0;15546.0;5.99;20200323000000
20482.0;371.0;2.0;12584.0;7.99;20200318000000
24999.0;252.0;2.0;10834.0;2.99;20200302000000
24142.0;151.0;2.0;15996.0;2.99;20200323000000
20946.0;417.0;2.0;12074.0;0.99;20200317000000
20142.0;335.0;1.0;14014.0;2.99;20200320000000
19609.0;275.0;1.0;13037.0;3.99;20200319000000
20825.0;405.0;1.0;14274.0;4.99;20200321000000
21369.0;461.0;1.0;14893.0;4.99;20200322000000
20329.0;354.0;2.0;14245.0;0.99;20200321000000
22543.0;589.0;1.0;14544.0;0.99;20200321000000
22208.0;552.0;2.0;12433.0;4.99;20200318000000
21781.0;505.0;1.0;11163.0;0.99;20200302000000
22757.0;8.0;2.0;10561.0;2.99;20200301000000
22610.0;597.0;1.0;15469.0;4.99;20200323000000
22270.0;559.0;1.0;14342.0;4.99;20200321000000
21526.0;475.0;2.0;14303.0;2.99;20200321000000
22283.0;560.0;2.0;14785.0;2.99;20200322000000
20084.0;328.0;1.0;15863.0;0.99;20200323000000
21196.0;444.0;1.0;13924.0;0.99;20200320000000
21982.0;527.0;1.0;15144.0;2.99;20200322000000
22689.0;1.0;2.0;15298.0;2.99;20200322000000
22590.0;596.0;2.0;11009.0;4.99;20200302000000
21101.0;435.0;2.0;12046.0;0.99;20200317000000
22069.0;536.0;2.0;11977.0;4.99;20200317000000
22073.0;536.0;1.0;15978.0;8.99;20200323000000
23908.0;131.0;1.0;12216.0;0.99;20200318000000
22168.0;547.0;2.0;14884.0;4.99;20200322000000
20936.0;416.0;1.0;12932.0;4.99;20200319000000
24951.0;245.0;1.0;13286.0;0.99;20200319000000
21876.0;515.0;2.0;14072.0;4.99;20200321000000
22911.0;23.0;2.0;14482.0;2.99;20200321000000
22235.0;555.0;2.0;12150.0;2.99;20200318000000
21030.0;425.0;1.0;15064.0;0.99;20200322000000
23168.0;51.0;1.0;12184.0;0.99;20200318000000
23542.0;89.0;1.0;15845.0;2.99;20200323000000
21579.0;482.0;2.0;14383.0;4.99;20200321000000
22521.0;587.0;1.0;10825.0;2.99;20200302000000
21263.0;451.0;2.0;12371.0;2.99;20200318000000
23131.0;46.0;2.0;14144.0;4.99;20200321000000
21563.0;480.0;2.0;15579.0;4.99;20200323000000
21844.0;513.0;1.0;11165.0;2.99;20200302000000
20850.0;408.0;1.0;12140.0;2.99;20200318000000
21873.0;515.0;2.0;12416.0;2.99;20200318000000
23321.0;66.0;2.0;14429.0;0.99;20200321000000
24233.0;160.0;1.0;16027.0;3.99;20200323000000
24305.0;169.0;2.0;13237.0;1.99;20200319000000
21529.0;476.0;1.0;10346.0;4.99;20200301000000
20894.0;412.0;1.0;14068.0;3.99;20200321000000
22553.0;591.0;2.0;12227.0;4.99;20200318000000
21323.0;457.0;1.0;12171.0;4.99;20200318000000
20887.0;411.0;2.0;14480.0;2.99;20200321000000
24480.0;187.0;2.0;12307.0;8.99;20200318000000
20029.0;323.0;1.0;10298.0;0.99;20200301000000
21174.0;442.0;1.0;14466.0;0.99;20200321000000
24891.0;239.0;2.0;13427.0;4.99;20200320000000
23351.0;70.0;2.0;12218.0;4.99;20200318000000
20075.0;328.0;1.0;12175.0;4.99;20200318000000
23306.0;65.0;1.0;12114.0;7.99;20200318000000
23465.0;81.0;1.0;14642.0;3.99;20200321000000
20097.0;330.0;1.0;12394.0;2.99;20200318000000
24807.0;230.0;2.0;12523.0;7.99;20200318000000
20657.0;388.0;2.0;12044.0;0.99;20200317000000
24616.0;201.0;2.0;13672.0;2.99;20200320000000
21514.0;474.0;1.0;12083.0;2.99;20200317000000
20124.0;333.0;1.0;14740.0;2.99;20200322000000
22317.0;564.0;2.0;13324.0;0.99;20200319000000
21127.0;437.0;1.0;14993.0;1.99;20200322000000
20371.0;360.0;2.0;10857.0;2.99;20200302000000
23015.0;34.0;1.0;12599.0;2.99;20200318000000
23847.0;125.0;2.0;14456.0;2.99;20200321000000
19564.0;271.0;1.0;12219.0;4.99;20200318000000
22214.0;553.0;2.0;11710.0;4.99;20200317000000
23313.0;66.0;2.0;11360.0;2.99;20200302000000
19931.0;309.0;2.0;11964.0;6.99;20200317000000
20471.0;370.0;1.0;11540.0;1.99;20200317000000
24035.0;143.0;2.0;13835.0;4.99;20200320000000
25056.0;257.0;2.0;14115.0;0.99;20200321000000
22395.0;572.0;1.0;13688.0;5.99;20200320000000
22088.0;538.0;2.0;14572.0;2.99;20200321000000
20031.0;323.0;2.0;11548.0;0.99;20200317000000
21016.0;423.0;1.0;15755.0;4.99;20200323000000
22295.0;562.0;1.0;12248.0;5.99;20200318000000
20579.0;380.0;2.0;11945.0;0.99;20200317000000
20426.0;365.0;1.0;12804.0;8.99;20200319000000
22951.0;27.0;1.0;15048.0;0.99;20200322000000
20798.0;403.0;2.0;11460.0;0.99;20200302000000
20312.0;352.0;1.0;12751.0;2.99;20200319000000
20993.0;421.0;1.0;13872.0;4.99;20200320000000
22490.0;583.0;2.0;11002.0;4.99;20200302000000
20901.0;413.0;1.0;11468.0;0.99;20200302000000
21320.0;456.0;1.0;15910.0;2.99;20200323000000
19692.0;283.0;1.0;13229.0;2.99;20200319000000
22090.0;538.0;1.0;15343.0;6.99;20200322000000
19773.0;293.0;2.0;13504.0;5.99;20200320000000
20417.0;364.0;1.0;12761.0;1.99;20200319000000
19925.0;308.0;1.0;15243.0;4.99;20200322000000
24040.0;144.0;1.0;10740.0;5.99;20200301000000
24096.0;148.0;2.0;12512.0;3.99;20200318000000
23156.0;50.0;1.0;12766.0;6.99;20200319000000
25070.0;258.0;2.0;14901.0;6.99;20200322000000
21232.0;448.0;1.0;11798.0;9.99;20200317000000
24243.0;161.0;2.0;15045.0;5.99;20200322000000
