film_id;title;description;release_year;language_id;rental_duration;rental_rate;length;replacement_cost;rating;last_update;special_features;fulltext
318.0;RmlyZWhvdXNlIFZpZXRuYW0=;QSBBd2UtSW5zcGlyaW5nIENoYXJhY3RlciBTdHVkeSBvZiBhIEJvYXQgQW5kIGEgQm95IHdobyBtdXN0IEtpbGwgYSBQYXN0cnkgQ2hlZiBpbiBUaGUgU2FoYXJhIERlc2VydA==;2006.0;1.0;7.0;0.99;103.0;14.99;Rw==;20130526000000;e0NvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMifQ==;J2F3ZSc6NSAnYXdlLWluc3Bpcic6NCAnYm9hdCc6MTEgJ2JveSc6MTQgJ2NoYXJhY3QnOjcgJ2NoZWYnOjIwICdkZXNlcnQnOjI0ICdmaXJlaG91cyc6MSAnaW5zcGlyJzo2ICdraWxsJzoxNyAnbXVzdCc6MTYgJ3Bhc3RyaSc6MTkgJ3NhaGFyYSc6MjMgJ3N0dWRpJzo4ICd2aWV0bmFtJzoy
82.0;Qmxvb2QgQXJnb25hdXRz;QSBCb3JpbmcgRHJhbWEgb2YgYSBFeHBsb3JlciBBbmQgYSBNYW4gd2hvIG11c3QgS2lsbCBhIEx1bWJlcmphY2sgaW4gQSBNYW5oYXR0YW4gUGVudGhvdXNl;2006.0;1.0;3.0;0.99;71.0;13.99;Rw==;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiQmVoaW5kIHRoZSBTY2VuZXMifQ==;J2FyZ29uYXV0JzoyICdibG9vZCc6MSAnYm9yZSc6NCAnZHJhbWEnOjUgJ2V4cGxvcic6OCAna2lsbCc6MTQgJ2x1bWJlcmphY2snOjE2ICdtYW4nOjExICdtYW5oYXR0YW4nOjE5ICdtdXN0JzoxMyAncGVudGhvdXMnOjIw
465.0;SW50ZXJ2aWV3IExpYWlzb25z;QSBBY3Rpb24tUGFja2VkIFJlZmxlY3Rpb24gb2YgYSBTdHVkZW50IEFuZCBhIEJ1dGxlciB3aG8gbXVzdCBEaXNjb3ZlciBhIERhdGFiYXNlIEFkbWluaXN0cmF0b3IgaW4gQSBNYW5oYXR0YW4gUGVudGhvdXNl;2006.0;1.0;4.0;4.99;59.0;17.99;Ug==;20130526000000;e0NvbW1lbnRhcmllcywiQmVoaW5kIHRoZSBTY2VuZXMifQ==;J2FjdGlvbic6NSAnYWN0aW9uLXBhY2snOjQgJ2FkbWluaXN0cic6MTkgJ2J1dGxlcic6MTMgJ2RhdGFiYXMnOjE4ICdkaXNjb3YnOjE2ICdpbnRlcnZpZXcnOjEgJ2xpYWlzb24nOjIgJ21hbmhhdHRhbic6MjIgJ211c3QnOjE1ICdwYWNrJzo2ICdwZW50aG91cyc6MjMgJ3JlZmxlY3QnOjcgJ3N0dWRlbnQnOjEw
224.0;RGVzcGVyYXRlIFRyYWluc3BvdHRpbmc=;QSBFcGljIFlhcm4gb2YgYSBGb3JlbnNpYyBQc3ljaG9sb2dpc3QgQW5kIGEgVGVhY2hlciB3aG8gbXVzdCBGYWNlIGEgTHVtYmVyamFjayBpbiBDYWxpZm9ybmlh;2006.0;1.0;7.0;4.99;81.0;29.99;Rw==;20130526000000;eyJEZWxldGVkIFNjZW5lcyJ9;J2NhbGlmb3JuaWEnOjE5ICdkZXNwZXInOjEgJ2VwaWMnOjQgJ2ZhY2UnOjE1ICdmb3JlbnMnOjggJ2x1bWJlcmphY2snOjE3ICdtdXN0JzoxNCAncHN5Y2hvbG9naXN0Jzo5ICd0ZWFjaGVyJzoxMiAndHJhaW5zcG90JzoyICd5YXJuJzo1
563.0;TWFzc2FjcmUgVXN1YWw=;QSBGYXRlZnVsIFJlZmxlY3Rpb24gb2YgYSBXYWl0cmVzcyBBbmQgYSBDcm9jb2RpbGUgd2hvIG11c3QgQ2hhbGxlbmdlIGEgRm9yZW5zaWMgUHN5Y2hvbG9naXN0IGluIENhbGlmb3JuaWE=;2006.0;1.0;6.0;4.99;165.0;16.99;Ug==;20130526000000;e0NvbW1lbnRhcmllc30=;J2NhbGlmb3JuaWEnOjE5ICdjaGFsbGVuZyc6MTQgJ2Nyb2NvZGlsJzoxMSAnZmF0ZSc6NCAnZm9yZW5zJzoxNiAnbWFzc2Fjcic6MSAnbXVzdCc6MTMgJ3BzeWNob2xvZ2lzdCc6MTcgJ3JlZmxlY3QnOjUgJ3VzdWFsJzoyICd3YWl0cmVzcyc6OA==
977.0;V2luZG93IFNpZGU=;QSBBc3RvdW5kaW5nIENoYXJhY3RlciBTdHVkeSBvZiBhIFdvbWFuaXplciBBbmQgYSBIdW50ZXIgd2hvIG11c3QgRXNjYXBlIGEgUm9ib3QgaW4gQSBNb25hc3Rlcnk=;2006.0;1.0;3.0;2.99;85.0;25.99;Ug==;20130526000000;eyJEZWxldGVkIFNjZW5lcyIsIkJlaGluZCB0aGUgU2NlbmVzIn0=;J2FzdG91bmQnOjQgJ2NoYXJhY3QnOjUgJ2VzY2FwJzoxNSAnaHVudGVyJzoxMiAnbW9uYXN0ZXJpJzoyMCAnbXVzdCc6MTQgJ3JvYm90JzoxNyAnc2lkZSc6MiAnc3R1ZGknOjYgJ3dpbmRvdyc6MSAnd29tYW4nOjk=
891.0;VGltYmVybGFuZCBTa3k=;QSBCb3JpbmcgRGlzcGxheSBvZiBhIE1hbiBBbmQgYSBEb2cgd2hvIG11c3QgUmVkZWVtIGEgR2lybCBpbiBBIFUtQm9hdA==;2006.0;1.0;3.0;0.99;69.0;13.99;Rw==;20130526000000;e0NvbW1lbnRhcmllc30=;J2JvYXQnOjIxICdib3JlJzo0ICdkaXNwbGF5Jzo1ICdkb2cnOjExICdnaXJsJzoxNiAnbWFuJzo4ICdtdXN0JzoxMyAncmVkZWVtJzoxNCAnc2t5JzoyICd0aW1iZXJsYW5kJzoxICd1JzoyMCAndS1ib2F0JzoxOQ==
858.0;U3VibWFyaW5lIEJlZA==;QSBBbWF6aW5nIERpc3BsYXkgb2YgYSBDYXIgQW5kIGEgTW9ua2V5IHdobyBtdXN0IEZpZ2h0IGEgVGVhY2hlciBpbiBTb3ZpZXQgR2VvcmdpYQ==;2006.0;1.0;5.0;4.99;127.0;21.99;Ug==;20130526000000;e1RyYWlsZXJzfQ==;J2FtYXonOjQgJ2JlZCc6MiAnY2FyJzo4ICdkaXNwbGF5Jzo1ICdmaWdodCc6MTQgJ2dlb3JnaWEnOjE5ICdtb25rZXknOjExICdtdXN0JzoxMyAnc292aWV0JzoxOCAnc3VibWFyaW4nOjEgJ3RlYWNoZXInOjE2
333.0;RnJlYWt5IFBvY3Vz;QSBGYXN0LVBhY2VkIERvY3VtZW50YXJ5IG9mIGEgUGFzdHJ5IENoZWYgQW5kIGEgQ3JvY29kaWxlIHdobyBtdXN0IENoYXNlIGEgU3F1aXJyZWwgaW4gVGhlIEd1bGYgb2YgTWV4aWNv;2006.0;1.0;7.0;2.99;126.0;16.99;Ug==;20130526000000;e1RyYWlsZXJzLCJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2NoYXNlJzoxNyAnY2hlZic6MTEgJ2Nyb2NvZGlsJzoxNCAnZG9jdW1lbnRhcmknOjcgJ2Zhc3QnOjUgJ2Zhc3QtcGFjJzo0ICdmcmVha2knOjEgJ2d1bGYnOjIyICdtZXhpY28nOjI0ICdtdXN0JzoxNiAncGFjZSc6NiAncGFzdHJpJzoxMCAncG9jdXMnOjIgJ3NxdWlycmVsJzoxOQ==
5.0;QWZyaWNhbiBFZ2c=;QSBGYXN0LVBhY2VkIERvY3VtZW50YXJ5IG9mIGEgUGFzdHJ5IENoZWYgQW5kIGEgRGVudGlzdCB3aG8gbXVzdCBQdXJzdWUgYSBGb3JlbnNpYyBQc3ljaG9sb2dpc3QgaW4gVGhlIEd1bGYgb2YgTWV4aWNv;2006.0;1.0;6.0;2.99;130.0;22.99;Rw==;20130526000000;eyJEZWxldGVkIFNjZW5lcyJ9;J2FmcmljYW4nOjEgJ2NoZWYnOjExICdkZW50aXN0JzoxNCAnZG9jdW1lbnRhcmknOjcgJ2VnZyc6MiAnZmFzdCc6NSAnZmFzdC1wYWMnOjQgJ2ZvcmVucyc6MTkgJ2d1bGYnOjIzICdtZXhpY28nOjI1ICdtdXN0JzoxNiAncGFjZSc6NiAncGFzdHJpJzoxMCAncHN5Y2hvbG9naXN0JzoyMCAncHVyc3UnOjE3
934.0;VmFuaWxsYSBEYXk=;QSBGYXN0LVBhY2VkIFNhZ2Egb2YgYSBHaXJsIEFuZCBhIEZvcmVuc2ljIFBzeWNob2xvZ2lzdCB3aG8gbXVzdCBSZWRlZW0gYSBHaXJsIGluIE5pZ2VyaWE=;2006.0;1.0;7.0;4.99;122.0;20.99;TkMtMTc=;20130526000000;eyJEZWxldGVkIFNjZW5lcyIsIkJlaGluZCB0aGUgU2NlbmVzIn0=;J2RheSc6MiAnZmFzdCc6NSAnZmFzdC1wYWMnOjQgJ2ZvcmVucyc6MTMgJ2dpcmwnOjEwLDE5ICdtdXN0JzoxNiAnbmlnZXJpYSc6MjEgJ3BhY2UnOjYgJ3BzeWNob2xvZ2lzdCc6MTQgJ3JlZGVlbSc6MTcgJ3NhZ2EnOjcgJ3ZhbmlsbGEnOjE=
660.0;UGFydHkgS25vY2s=;QSBGYXRlZnVsIERpc3BsYXkgb2YgYSBUZWNobmljYWwgV3JpdGVyIEFuZCBhIEJ1dGxlciB3aG8gbXVzdCBCYXR0bGUgYSBTdW1vIFdyZXN0bGVyIGluIEFuIEFiYW5kb25lZCBNaW5lIFNoYWZ0;2006.0;1.0;7.0;2.99;107.0;11.99;UEc=;20130526000000;e1RyYWlsZXJzLCJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2FiYW5kb24nOjIxICdiYXR0bCc6MTUgJ2J1dGxlcic6MTIgJ2Rpc3BsYXknOjUgJ2ZhdGUnOjQgJ2tub2NrJzoyICdtaW5lJzoyMiAnbXVzdCc6MTQgJ3BhcnRpJzoxICdzaGFmdCc6MjMgJ3N1bW8nOjE3ICd0ZWNobmljJzo4ICd3cmVzdGxlcic6MTggJ3dyaXRlcic6OQ==
62.0;QmVkIEhpZ2hiYWxs;QSBBc3RvdW5kaW5nIFBhbm9yYW1hIG9mIGEgTHVtYmVyamFjayBBbmQgYSBEb2cgd2hvIG11c3QgUmVkZWVtIGEgV29tYW4gaW4gQW4gQWJhbmRvbmVkIEZ1biBIb3VzZQ==;2006.0;1.0;5.0;2.99;106.0;23.99;TkMtMTc=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMifQ==;J2FiYW5kb24nOjE5ICdhc3RvdW5kJzo0ICdiZWQnOjEgJ2RvZyc6MTEgJ2Z1bic6MjAgJ2hpZ2hiYWwnOjIgJ2hvdXMnOjIxICdsdW1iZXJqYWNrJzo4ICdtdXN0JzoxMyAncGFub3JhbWEnOjUgJ3JlZGVlbSc6MTQgJ3dvbWFuJzoxNg==
201.0;Q3ljbG9uZSBGYW1pbHk=;QSBMYWNrbHVzdHVyZSBEcmFtYSBvZiBhIFN0dWRlbnQgQW5kIGEgTW9ua2V5IHdobyBtdXN0IFNpbmsgYSBXb21hbml6ZXIgaW4gQSBNeVNRTCBDb252ZW50aW9u;2006.0;1.0;7.0;2.99;176.0;18.99;UEc=;20130526000000;e1RyYWlsZXJzLCJEZWxldGVkIFNjZW5lcyJ9;J2NvbnZlbnQnOjIwICdjeWNsb24nOjEgJ2RyYW1hJzo1ICdmYW1pbGknOjIgJ2xhY2tsdXN0dXInOjQgJ21vbmtleSc6MTEgJ211c3QnOjEzICdteXNxbCc6MTkgJ3NpbmsnOjE0ICdzdHVkZW50Jzo4ICd3b21hbic6MTY=
273.0;RWZmZWN0IEdsYWRpYXRvcg==;QSBCZWF1dGlmdWwgRGlzcGxheSBvZiBhIFBhc3RyeSBDaGVmIEFuZCBhIFBhc3RyeSBDaGVmIHdobyBtdXN0IE91dGd1biBhIEZvcmVuc2ljIFBzeWNob2xvZ2lzdCBpbiBBIE1hbmhhdHRhbiBQZW50aG91c2U=;2006.0;1.0;6.0;0.99;107.0;14.99;UEc=;20130526000000;e0NvbW1lbnRhcmllc30=;J2JlYXV0aSc6NCAnY2hlZic6OSwxMyAnZGlzcGxheSc6NSAnZWZmZWN0JzoxICdmb3JlbnMnOjE4ICdnbGFkaWF0JzoyICdtYW5oYXR0YW4nOjIyICdtdXN0JzoxNSAnb3V0Z3VuJzoxNiAncGFzdHJpJzo4LDEyICdwZW50aG91cyc6MjMgJ3BzeWNob2xvZ2lzdCc6MTk=
559.0;TWFycmllZCBHbw==;QSBGYW5jaWZ1bCBTdG9yeSBvZiBhIFdvbWFuaXplciBBbmQgYSBEb2cgd2hvIG11c3QgRmFjZSBhIEZvcmVuc2ljIFBzeWNob2xvZ2lzdCBpbiBUaGUgU2FoYXJhIERlc2VydA==;2006.0;1.0;7.0;2.99;114.0;22.99;Rw==;20130526000000;eyJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2Rlc2VydCc6MjEgJ2RvZyc6MTEgJ2ZhY2UnOjE0ICdmYW5jaSc6NCAnZm9yZW5zJzoxNiAnZ28nOjIgJ21hcnJpJzoxICdtdXN0JzoxMyAncHN5Y2hvbG9naXN0JzoxNyAnc2FoYXJhJzoyMCAnc3RvcmknOjUgJ3dvbWFuJzo4
363.0;R28gUHVycGxl;QSBGYXN0LVBhY2VkIERpc3BsYXkgb2YgYSBDYXIgQW5kIGEgRGF0YWJhc2UgQWRtaW5pc3RyYXRvciB3aG8gbXVzdCBCYXR0bGUgYSBXb21hbiBpbiBBIEJhbG9vbg==;2006.0;1.0;3.0;0.99;54.0;12.99;Ug==;20130526000000;e1RyYWlsZXJzfQ==;J2FkbWluaXN0cic6MTQgJ2JhbG9vbic6MjIgJ2JhdHRsJzoxNyAnY2FyJzoxMCAnZGF0YWJhcyc6MTMgJ2Rpc3BsYXknOjcgJ2Zhc3QnOjUgJ2Zhc3QtcGFjJzo0ICdnbyc6MSAnbXVzdCc6MTYgJ3BhY2UnOjYgJ3B1cnBsJzoyICd3b21hbic6MTk=
413.0;SGVkd2lnIEFsdGVy;QSBBY3Rpb24tUGFja2VkIFlhcm4gb2YgYSBXb21hbml6ZXIgQW5kIGEgTHVtYmVyamFjayB3aG8gbXVzdCBDaGFzZSBhIFN1bW8gV3Jlc3RsZXIgaW4gQSBNb25hc3Rlcnk=;2006.0;1.0;7.0;2.99;169.0;16.99;TkMtMTc=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiQmVoaW5kIHRoZSBTY2VuZXMifQ==;J2FjdGlvbic6NSAnYWN0aW9uLXBhY2snOjQgJ2FsdGVyJzoyICdjaGFzZSc6MTYgJ2hlZHdpZyc6MSAnbHVtYmVyamFjayc6MTMgJ21vbmFzdGVyaSc6MjIgJ211c3QnOjE1ICdwYWNrJzo2ICdzdW1vJzoxOCAnd29tYW4nOjEwICd3cmVzdGxlcic6MTkgJ3lhcm4nOjc=
235.0;RGl2aWRlIE1vbnN0ZXI=;QSBJbnRyZXBpZCBTYWdhIG9mIGEgTWFuIEFuZCBhIEZvcmVuc2ljIFBzeWNob2xvZ2lzdCB3aG8gbXVzdCBSZWFjaCBhIFNxdWlycmVsIGluIEEgTW9uYXN0ZXJ5;2006.0;1.0;6.0;2.99;68.0;13.99;UEctMTM=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllc30=;J2RpdmlkJzoxICdmb3JlbnMnOjExICdpbnRyZXBpZCc6NCAnbWFuJzo4ICdtb25hc3RlcmknOjIwICdtb25zdGVyJzoyICdtdXN0JzoxNCAncHN5Y2hvbG9naXN0JzoxMiAncmVhY2gnOjE1ICdzYWdhJzo1ICdzcXVpcnJlbCc6MTc=
547.0;TWFnaWMgTWFsbHJhdHM=;QSBUb3VjaGluZyBEb2N1bWVudGFyeSBvZiBhIFBhc3RyeSBDaGVmIEFuZCBhIFBhc3RyeSBDaGVmIHdobyBtdXN0IEJ1aWxkIGEgTWFkIFNjaWVudGlzdCBpbiBDYWxpZm9ybmlh;2006.0;1.0;3.0;0.99;117.0;19.99;UEc=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllc30=;J2J1aWxkJzoxNiAnY2FsaWZvcm5pYSc6MjEgJ2NoZWYnOjksMTMgJ2RvY3VtZW50YXJpJzo1ICdtYWQnOjE4ICdtYWdpYyc6MSAnbWFsbHJhdCc6MiAnbXVzdCc6MTUgJ3Bhc3RyaSc6OCwxMiAnc2NpZW50aXN0JzoxOSAndG91Y2gnOjQ=
646.0;T3V0YnJlYWsgRGl2aW5l;QSBVbmJlbGlldmVhYmxlIFlhcm4gb2YgYSBEYXRhYmFzZSBBZG1pbmlzdHJhdG9yIEFuZCBhIFdvbWFuIHdobyBtdXN0IFN1Y2N1bWIgYSBBIFNoYXJrIGluIEEgVS1Cb2F0;2006.0;1.0;6.0;0.99;169.0;12.99;TkMtMTc=;20130526000000;e1RyYWlsZXJzLCJEZWxldGVkIFNjZW5lcyIsIkJlaGluZCB0aGUgU2NlbmVzIn0=;J2FkbWluaXN0cic6OSAnYm9hdCc6MjMgJ2RhdGFiYXMnOjggJ2RpdmluJzoyICdtdXN0JzoxNCAnb3V0YnJlYWsnOjEgJ3NoYXJrJzoxOCAnc3VjY3VtYic6MTUgJ3UnOjIyICd1LWJvYXQnOjIxICd1bmJlbGlldic6NCAnd29tYW4nOjEyICd5YXJuJzo1
170.0;Q29tbWFuZCBEYXJsaW5n;QSBBd2UtSW5zcGlyaW5nIFRhbGUgb2YgYSBGb3JlbnNpYyBQc3ljaG9sb2dpc3QgQW5kIGEgV29tYW4gd2hvIG11c3QgQ2hhbGxlbmdlIGEgRGF0YWJhc2UgQWRtaW5pc3RyYXRvciBpbiBBbmNpZW50IEphcGFu;2006.0;1.0;5.0;4.99;120.0;28.99;UEctMTM=;20130526000000;eyJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2FkbWluaXN0cic6MjAgJ2FuY2llbnQnOjIyICdhd2UnOjUgJ2F3ZS1pbnNwaXInOjQgJ2NoYWxsZW5nJzoxNyAnY29tbWFuZCc6MSAnZGFybCc6MiAnZGF0YWJhcyc6MTkgJ2ZvcmVucyc6MTAgJ2luc3Bpcic6NiAnamFwYW4nOjIzICdtdXN0JzoxNiAncHN5Y2hvbG9naXN0JzoxMSAndGFsZSc6NyAnd29tYW4nOjE0
960.0;V2FycyBQbHV0bw==;QSBUYXV0IFJlZmxlY3Rpb24gb2YgYSBUZWFjaGVyIEFuZCBhIERhdGFiYXNlIEFkbWluaXN0cmF0b3Igd2hvIG11c3QgQ2hhc2UgYSBNYWRtYW4gaW4gVGhlIFNhaGFyYSBEZXNlcnQ=;2006.0;1.0;5.0;2.99;128.0;15.99;Rw==;20130526000000;e0NvbW1lbnRhcmllcywiQmVoaW5kIHRoZSBTY2VuZXMifQ==;J2FkbWluaXN0cic6MTIgJ2NoYXNlJzoxNSAnZGF0YWJhcyc6MTEgJ2Rlc2VydCc6MjEgJ21hZG1hbic6MTcgJ211c3QnOjE0ICdwbHV0byc6MiAncmVmbGVjdCc6NSAnc2FoYXJhJzoyMCAndGF1dCc6NCAndGVhY2hlcic6OCAnd2FyJzox
