payment_id;customer_id;staff_id;rental_id;amount;payment_date
32095.0;251.0;1.0;14107.0;0.99;20200514000000
32055.0;120.0;1.0;15780.0;4.99;20200514000000
31970.0;457.0;2.0;14516.0;0.0;20200514000000
32075.0;193.0;2.0;15729.0;2.99;20200514000000
31976.0;495.0;2.0;13753.0;0.99;20200514000000
31989.0;533.0;2.0;14018.0;2.99;20200514000000
31975.0;493.0;2.0;14160.0;2.99;20200514000000
32024.0;42.0;1.0;15407.0;0.0;20200514000000
32070.0;186.0;1.0;14216.0;2.99;20200514000000
31963.0;440.0;1.0;13106.0;4.99;20200514000000
31978.0;497.0;1.0;12698.0;4.99;20200514000000
32017.0;22.0;1.0;12222.0;4.99;20200514000000
31985.0;525.0;1.0;14954.0;2.99;20200514000000
31987.0;530.0;1.0;13561.0;2.99;20200514000000
31977.0;496.0;1.0;13182.0;2.99;20200514000000
32077.0;200.0;2.0;11866.0;2.99;20200514000000
31982.0;516.0;1.0;12130.0;5.98;20200514000000
31925.0;284.0;2.0;12959.0;0.0;20200514000000
32002.0;579.0;2.0;15794.0;0.99;20200514000000
32026.0;43.0;1.0;15745.0;0.0;20200514000000
31972.0;474.0;1.0;11909.0;0.99;20200514000000
32047.0;100.0;2.0;15021.0;0.99;20200514000000
32088.0;228.0;2.0;12672.0;3.98;20200514000000
32083.0;215.0;2.0;15862.0;0.99;20200514000000
31917.0;267.0;2.0;12066.0;7.98;20200514000000
32012.0;11.0;1.0;11646.0;0.99;20200514000000
32028.0;52.0;1.0;12001.0;4.99;20200514000000
31939.0;349.0;1.0;14915.0;2.99;20200514000000
31935.0;334.0;1.0;14219.0;0.99;20200514000000
32061.0;162.0;1.0;14220.0;0.99;20200514000000
31957.0;417.0;2.0;13261.0;2.99;20200514000000
31944.0;359.0;2.0;15655.0;4.99;20200514000000
31997.0;561.0;1.0;14415.0;0.99;20200514000000
31974.0;479.0;1.0;12101.0;0.99;20200514000000
31940.0;352.0;2.0;13578.0;2.99;20200514000000
31984.0;521.0;2.0;11672.0;4.99;20200514000000
31962.0;438.0;2.0;12524.0;0.99;20200514000000
32054.0;115.0;2.0;13056.0;2.99;20200514000000
32093.0;244.0;2.0;12736.0;4.99;20200514000000
32079.0;208.0;1.0;15717.0;0.0;20200514000000
31952.0;394.0;2.0;13178.0;4.99;20200514000000
32098.0;264.0;2.0;14243.0;2.99;20200514000000
