actor_id;film_id;last_update
95.0;74.0;20060215000000
186.0;994.0;20060215000000
49.0;725.0;20060215000000
146.0;512.0;20060215000000
138.0;639.0;20060215000000
27.0;477.0;20060215000000
179.0;924.0;20060215000000
137.0;6.0;20060215000000
37.0;997.0;20060215000000
159.0;342.0;20060215000000
29.0;273.0;20060215000000
129.0;452.0;20060215000000
20.0;757.0;20060215000000
88.0;940.0;20060215000000
120.0;424.0;20060215000000
56.0;769.0;20060215000000
125.0;568.0;20060215000000
101.0;774.0;20060215000000
155.0;459.0;20060215000000
136.0;842.0;20060215000000
112.0;606.0;20060215000000
176.0;746.0;20060215000000
92.0;545.0;20060215000000
138.0;403.0;20060215000000
58.0;119.0;20060215000000
152.0;332.0;20060215000000
187.0;441.0;20060215000000
75.0;347.0;20060215000000
28.0;74.0;20060215000000
27.0;682.0;20060215000000
184.0;500.0;20060215000000
73.0;772.0;20060215000000
72.0;640.0;20060215000000
198.0;303.0;20060215000000
106.0;585.0;20060215000000
166.0;86.0;20060215000000
18.0;144.0;20060215000000
100.0;250.0;20060215000000
97.0;348.0;20060215000000
40.0;11.0;20060215000000
154.0;474.0;20060215000000
68.0;665.0;20060215000000
33.0;712.0;20060215000000
148.0;422.0;20060215000000
35.0;10.0;20060215000000
74.0;956.0;20060215000000
98.0;912.0;20060215000000
6.0;994.0;20060215000000
144.0;291.0;20060215000000
154.0;299.0;20060215000000
128.0;650.0;20060215000000
113.0;748.0;20060215000000
187.0;73.0;20060215000000
158.0;879.0;20060215000000
56.0;844.0;20060215000000
33.0;618.0;20060215000000
124.0;882.0;20060215000000
154.0;169.0;20060215000000
4.0;691.0;20060215000000
3.0;480.0;20060215000000
11.0;485.0;20060215000000
113.0;403.0;20060215000000
102.0;852.0;20060215000000
12.0;37.0;20060215000000
187.0;17.0;20060215000000
9.0;722.0;20060215000000
121.0;161.0;20060215000000
52.0;714.0;20060215000000
39.0;203.0;20060215000000
30.0;301.0;20060215000000
176.0;521.0;20060215000000
176.0;872.0;20060215000000
43.0;410.0;20060215000000
197.0;752.0;20060215000000
177.0;52.0;20060215000000
169.0;992.0;20060215000000
197.0;598.0;20060215000000
123.0;480.0;20060215000000
197.0;63.0;20060215000000
124.0;190.0;20060215000000
61.0;362.0;20060215000000
92.0;568.0;20060215000000
59.0;241.0;20060215000000
198.0;125.0;20060215000000
21.0;700.0;20060215000000
129.0;230.0;20060215000000
81.0;453.0;20060215000000
8.0;321.0;20060215000000
107.0;392.0;20060215000000
66.0;229.0;20060215000000
98.0;955.0;20060215000000
95.0;35.0;20060215000000
133.0;652.0;20060215000000
164.0;367.0;20060215000000
136.0;818.0;20060215000000
106.0;639.0;20060215000000
185.0;920.0;20060215000000
137.0;530.0;20060215000000
11.0;709.0;20060215000000
162.0;659.0;20060215000000
107.0;162.0;20060215000000
34.0;668.0;20060215000000
85.0;543.0;20060215000000
64.0;860.0;20060215000000
82.0;143.0;20060215000000
69.0;914.0;20060215000000
169.0;634.0;20060215000000
90.0;11.0;20060215000000
46.0;456.0;20060215000000
74.0;626.0;20060215000000
162.0;274.0;20060215000000
191.0;551.0;20060215000000
73.0;561.0;20060215000000
80.0;888.0;20060215000000
166.0;366.0;20060215000000
186.0;482.0;20060215000000
174.0;853.0;20060215000000
144.0;260.0;20060215000000
131.0;479.0;20060215000000
76.0;498.0;20060215000000
14.0;255.0;20060215000000
80.0;124.0;20060215000000
185.0;882.0;20060215000000
162.0;85.0;20060215000000
78.0;301.0;20060215000000
168.0;807.0;20060215000000
64.0;471.0;20060215000000
180.0;622.0;20060215000000
56.0;893.0;20060215000000
4.0;23.0;20060215000000
197.0;147.0;20060215000000
155.0;785.0;20060215000000
136.0;649.0;20060215000000
150.0;386.0;20060215000000
28.0;679.0;20060215000000
114.0;807.0;20060215000000
183.0;390.0;20060215000000
163.0;522.0;20060215000000
11.0;928.0;20060215000000
192.0;541.0;20060215000000
91.0;190.0;20060215000000
11.0;281.0;20060215000000
20.0;499.0;20060215000000
141.0;863.0;20060215000000
131.0;494.0;20060215000000
64.0;124.0;20060215000000
197.0;123.0;20060215000000
71.0;532.0;20060215000000
70.0;964.0;20060215000000
112.0;700.0;20060215000000
199.0;785.0;20060215000000
59.0;72.0;20060215000000
13.0;524.0;20060215000000
21.0;179.0;20060215000000
142.0;494.0;20060215000000
159.0;343.0;20060215000000
193.0;828.0;20060215000000
195.0;144.0;20060215000000
120.0;746.0;20060215000000
7.0;633.0;20060215000000
156.0;379.0;20060215000000
176.0;827.0;20060215000000
149.0;810.0;20060215000000
136.0;256.0;20060215000000
182.0;421.0;20060215000000
84.0;996.0;20060215000000
190.0;679.0;20060215000000
42.0;139.0;20060215000000
42.0;673.0;20060215000000
50.0;274.0;20060215000000
187.0;548.0;20060215000000
65.0;517.0;20060215000000
168.0;237.0;20060215000000
98.0;120.0;20060215000000
46.0;51.0;20060215000000
192.0;155.0;20060215000000
70.0;343.0;20060215000000
74.0;203.0;20060215000000
36.0;499.0;20060215000000
107.0;338.0;20060215000000
11.0;364.0;20060215000000
37.0;555.0;20060215000000
120.0;414.0;20060215000000
13.0;833.0;20060215000000
139.0;282.0;20060215000000
26.0;93.0;20060215000000
140.0;77.0;20060215000000
190.0;708.0;20060215000000
179.0;931.0;20060215000000
127.0;573.0;20060215000000
109.0;174.0;20060215000000
60.0;928.0;20060215000000
69.0;236.0;20060215000000
145.0;713.0;20060215000000
101.0;189.0;20060215000000
179.0;353.0;20060215000000
57.0;852.0;20060215000000
177.0;39.0;20060215000000
12.0;593.0;20060215000000
102.0;326.0;20060215000000
105.0;831.0;20060215000000
55.0;709.0;20060215000000
99.0;475.0;20060215000000
200.0;714.0;20060215000000
81.0;692.0;20060215000000
59.0;772.0;20060215000000
109.0;753.0;20060215000000
136.0;288.0;20060215000000
154.0;802.0;20060215000000
58.0;726.0;20060215000000
11.0;888.0;20060215000000
52.0;879.0;20060215000000
5.0;383.0;20060215000000
91.0;941.0;20060215000000
68.0;834.0;20060215000000
80.0;788.0;20060215000000
90.0;451.0;20060215000000
133.0;933.0;20060215000000
123.0;151.0;20060215000000
179.0;109.0;20060215000000
92.0;838.0;20060215000000
125.0;414.0;20060215000000
12.0;871.0;20060215000000
45.0;901.0;20060215000000
84.0;764.0;20060215000000
154.0;588.0;20060215000000
116.0;844.0;20060215000000
96.0;832.0;20060215000000
115.0;955.0;20060215000000
12.0;243.0;20060215000000
199.0;432.0;20060215000000
42.0;713.0;20060215000000
198.0;588.0;20060215000000
185.0;845.0;20060215000000
48.0;245.0;20060215000000
60.0;679.0;20060215000000
199.0;145.0;20060215000000
83.0;281.0;20060215000000
182.0;413.0;20060215000000
80.0;680.0;20060215000000
134.0;145.0;20060215000000
51.0;940.0;20060215000000
59.0;129.0;20060215000000
64.0;694.0;20060215000000
51.0;525.0;20060215000000
190.0;562.0;20060215000000
13.0;110.0;20060215000000
5.0;535.0;20060215000000
32.0;606.0;20060215000000
57.0;918.0;20060215000000
37.0;277.0;20060215000000
158.0;555.0;20060215000000
152.0;768.0;20060215000000
125.0;361.0;20060215000000
16.0;218.0;20060215000000
62.0;445.0;20060215000000
116.0;88.0;20060215000000
39.0;772.0;20060215000000
105.0;530.0;20060215000000
15.0;502.0;20060215000000
165.0;659.0;20060215000000
84.0;529.0;20060215000000
85.0;446.0;20060215000000
62.0;385.0;20060215000000
41.0;69.0;20060215000000
121.0;186.0;20060215000000
133.0;270.0;20060215000000
91.0;829.0;20060215000000
45.0;502.0;20060215000000
197.0;979.0;20060215000000
141.0;787.0;20060215000000
111.0;603.0;20060215000000
188.0;412.0;20060215000000
73.0;562.0;20060215000000
125.0;250.0;20060215000000
63.0;932.0;20060215000000
78.0;261.0;20060215000000
184.0;650.0;20060215000000
21.0;804.0;20060215000000
25.0;311.0;20060215000000
149.0;458.0;20060215000000
130.0;525.0;20060215000000
119.0;21.0;20060215000000
75.0;764.0;20060215000000
106.0;858.0;20060215000000
167.0;341.0;20060215000000
1.0;605.0;20060215000000
171.0;397.0;20060215000000
81.0;578.0;20060215000000
108.0;137.0;20060215000000
67.0;915.0;20060215000000
104.0;184.0;20060215000000
162.0;28.0;20060215000000
45.0;407.0;20060215000000
13.0;515.0;20060215000000
36.0;493.0;20060215000000
3.0;966.0;20060215000000
98.0;738.0;20060215000000
139.0;373.0;20060215000000
162.0;636.0;20060215000000
132.0;756.0;20060215000000
10.0;477.0;20060215000000
12.0;420.0;20060215000000
161.0;89.0;20060215000000
6.0;164.0;20060215000000
5.0;811.0;20060215000000
195.0;520.0;20060215000000
96.0;661.0;20060215000000
17.0;199.0;20060215000000
97.0;951.0;20060215000000
80.0;475.0;20060215000000
58.0;306.0;20060215000000
5.0;286.0;20060215000000
66.0;342.0;20060215000000
132.0;626.0;20060215000000
94.0;548.0;20060215000000
144.0;164.0;20060215000000
38.0;241.0;20060215000000
191.0;849.0;20060215000000
33.0;305.0;20060215000000
153.0;476.0;20060215000000
14.0;241.0;20060215000000
152.0;475.0;20060215000000
152.0;846.0;20060215000000
18.0;279.0;20060215000000
158.0;990.0;20060215000000
169.0;349.0;20060215000000
148.0;792.0;20060215000000
154.0;489.0;20060215000000
155.0;513.0;20060215000000
113.0;674.0;20060215000000
76.0;862.0;20060215000000
181.0;152.0;20060215000000
152.0;729.0;20060215000000
26.0;241.0;20060215000000
196.0;833.0;20060215000000
8.0;396.0;20060215000000
97.0;561.0;20060215000000
146.0;314.0;20060215000000
114.0;619.0;20060215000000
145.0;692.0;20060215000000
161.0;850.0;20060215000000
9.0;514.0;20060215000000
79.0;33.0;20060215000000
123.0;245.0;20060215000000
164.0;169.0;20060215000000
159.0;127.0;20060215000000
187.0;127.0;20060215000000
126.0;34.0;20060215000000
147.0;305.0;20060215000000
153.0;536.0;20060215000000
159.0;876.0;20060215000000
153.0;919.0;20060215000000
72.0;718.0;20060215000000
174.0;442.0;20060215000000
61.0;235.0;20060215000000
140.0;498.0;20060215000000
137.0;446.0;20060215000000
115.0;607.0;20060215000000
69.0;791.0;20060215000000
136.0;414.0;20060215000000
94.0;475.0;20060215000000
162.0;4.0;20060215000000
31.0;188.0;20060215000000
11.0;896.0;20060215000000
167.0;191.0;20060215000000
135.0;719.0;20060215000000
136.0;56.0;20060215000000
119.0;900.0;20060215000000
82.0;104.0;20060215000000
97.0;312.0;20060215000000
33.0;667.0;20060215000000
22.0;89.0;20060215000000
64.0;832.0;20060215000000
104.0;607.0;20060215000000
30.0;64.0;20060215000000
168.0;889.0;20060215000000
54.0;546.0;20060215000000
27.0;500.0;20060215000000
167.0;717.0;20060215000000
44.0;490.0;20060215000000
44.0;699.0;20060215000000
7.0;414.0;20060215000000
27.0;359.0;20060215000000
146.0;16.0;20060215000000
73.0;245.0;20060215000000
199.0;730.0;20060215000000
131.0;66.0;20060215000000
158.0;869.0;20060215000000
106.0;934.0;20060215000000
84.0;479.0;20060215000000
31.0;308.0;20060215000000
92.0;618.0;20060215000000
158.0;32.0;20060215000000
96.0;58.0;20060215000000
16.0;101.0;20060215000000
165.0;421.0;20060215000000
78.0;670.0;20060215000000
92.0;229.0;20060215000000
60.0;493.0;20060215000000
17.0;959.0;20060215000000
66.0;951.0;20060215000000
151.0;501.0;20060215000000
162.0;415.0;20060215000000
112.0;603.0;20060215000000
172.0;538.0;20060215000000
142.0;10.0;20060215000000
93.0;339.0;20060215000000
151.0;131.0;20060215000000
145.0;527.0;20060215000000
172.0;661.0;20060215000000
99.0;600.0;20060215000000
158.0;473.0;20060215000000
80.0;436.0;20060215000000
41.0;544.0;20060215000000
127.0;157.0;20060215000000
102.0;334.0;20060215000000
159.0;549.0;20060215000000
160.0;484.0;20060215000000
187.0;110.0;20060215000000
28.0;835.0;20060215000000
191.0;185.0;20060215000000
123.0;479.0;20060215000000
144.0;473.0;20060215000000
27.0;986.0;20060215000000
45.0;66.0;20060215000000
68.0;971.0;20060215000000
38.0;448.0;20060215000000
41.0;894.0;20060215000000
82.0;316.0;20060215000000
46.0;820.0;20060215000000
58.0;856.0;20060215000000
173.0;379.0;20060215000000
110.0;625.0;20060215000000
75.0;492.0;20060215000000
82.0;870.0;20060215000000
58.0;68.0;20060215000000
74.0;503.0;20060215000000
125.0;602.0;20060215000000
190.0;705.0;20060215000000
100.0;17.0;20060215000000
22.0;648.0;20060215000000
171.0;318.0;20060215000000
115.0;703.0;20060215000000
89.0;697.0;20060215000000
63.0;763.0;20060215000000
115.0;302.0;20060215000000
196.0;575.0;20060215000000
121.0;220.0;20060215000000
60.0;179.0;20060215000000
169.0;564.0;20060215000000
116.0;492.0;20060215000000
49.0;423.0;20060215000000
62.0;211.0;20060215000000
58.0;417.0;20060215000000
71.0;317.0;20060215000000
144.0;67.0;20060215000000
118.0;499.0;20060215000000
200.0;121.0;20060215000000
139.0;155.0;20060215000000
32.0;567.0;20060215000000
60.0;142.0;20060215000000
161.0;825.0;20060215000000
140.0;576.0;20060215000000
116.0;48.0;20060215000000
186.0;579.0;20060215000000
31.0;700.0;20060215000000
102.0;624.0;20060215000000
151.0;895.0;20060215000000
20.0;492.0;20060215000000
33.0;972.0;20060215000000
97.0;466.0;20060215000000
129.0;391.0;20060215000000
141.0;358.0;20060215000000
155.0;303.0;20060215000000
150.0;285.0;20060215000000
36.0;716.0;20060215000000
152.0;927.0;20060215000000
169.0;289.0;20060215000000
176.0;740.0;20060215000000
115.0;615.0;20060215000000
147.0;333.0;20060215000000
65.0;471.0;20060215000000
173.0;106.0;20060215000000
21.0;159.0;20060215000000
154.0;193.0;20060215000000
28.0;358.0;20060215000000
191.0;834.0;20060215000000
68.0;671.0;20060215000000
101.0;984.0;20060215000000
46.0;174.0;20060215000000
65.0;276.0;20060215000000
23.0;804.0;20060215000000
195.0;129.0;20060215000000
119.0;509.0;20060215000000
138.0;583.0;20060215000000
52.0;812.0;20060215000000
97.0;197.0;20060215000000
42.0;890.0;20060215000000
74.0;44.0;20060215000000
50.0;591.0;20060215000000
142.0;863.0;20060215000000
28.0;502.0;20060215000000
199.0;640.0;20060215000000
64.0;921.0;20060215000000
56.0;593.0;20060215000000
173.0;80.0;20060215000000
135.0;88.0;20060215000000
7.0;170.0;20060215000000
49.0;250.0;20060215000000
152.0;674.0;20060215000000
65.0;938.0;20060215000000
86.0;391.0;20060215000000
169.0;571.0;20060215000000
26.0;103.0;20060215000000
39.0;700.0;20060215000000
5.0;340.0;20060215000000
117.0;797.0;20060215000000
50.0;552.0;20060215000000
95.0;903.0;20060215000000
19.0;510.0;20060215000000
108.0;648.0;20060215000000
2.0;399.0;20060215000000
3.0;40.0;20060215000000
143.0;361.0;20060215000000
157.0;321.0;20060215000000
136.0;620.0;20060215000000
139.0;529.0;20060215000000
111.0;179.0;20060215000000
68.0;357.0;20060215000000
102.0;979.0;20060215000000
24.0;585.0;20060215000000
34.0;720.0;20060215000000
15.0;500.0;20060215000000
85.0;630.0;20060215000000
102.0;810.0;20060215000000
100.0;642.0;20060215000000
162.0;32.0;20060215000000
83.0;247.0;20060215000000
9.0;974.0;20060215000000
25.0;420.0;20060215000000
147.0;341.0;20060215000000
8.0;158.0;20060215000000
106.0;166.0;20060215000000
180.0;33.0;20060215000000
37.0;146.0;20060215000000
64.0;291.0;20060215000000
197.0;164.0;20060215000000
198.0;379.0;20060215000000
150.0;508.0;20060215000000
2.0;811.0;20060215000000
110.0;912.0;20060215000000
23.0;853.0;20060215000000
158.0;437.0;20060215000000
95.0;619.0;20060215000000
10.0;914.0;20060215000000
23.0;117.0;20060215000000
163.0;30.0;20060215000000
106.0;566.0;20060215000000
183.0;389.0;20060215000000
1.0;749.0;20060215000000
172.0;215.0;20060215000000
59.0;702.0;20060215000000
181.0;921.0;20060215000000
178.0;34.0;20060215000000
26.0;764.0;20060215000000
93.0;427.0;20060215000000
85.0;461.0;20060215000000
146.0;12.0;20060215000000
102.0;958.0;20060215000000
143.0;79.0;20060215000000
54.0;764.0;20060215000000
137.0;703.0;20060215000000
55.0;612.0;20060215000000
40.0;868.0;20060215000000
26.0;821.0;20060215000000
48.0;312.0;20060215000000
6.0;165.0;20060215000000
107.0;467.0;20060215000000
106.0;654.0;20060215000000
20.0;54.0;20060215000000
124.0;246.0;20060215000000
15.0;108.0;20060215000000
90.0;363.0;20060215000000
195.0;781.0;20060215000000
133.0;588.0;20060215000000
65.0;615.0;20060215000000
161.0;469.0;20060215000000
15.0;414.0;20060215000000
180.0;809.0;20060215000000
195.0;885.0;20060215000000
157.0;10.0;20060215000000
63.0;517.0;20060215000000
187.0;417.0;20060215000000
20.0;445.0;20060215000000
8.0;936.0;20060215000000
179.0;566.0;20060215000000
179.0;468.0;20060215000000
196.0;795.0;20060215000000
102.0;194.0;20060215000000
159.0;784.0;20060215000000
165.0;375.0;20060215000000
13.0;45.0;20060215000000
147.0;251.0;20060215000000
137.0;160.0;20060215000000
134.0;896.0;20060215000000
196.0;587.0;20060215000000
47.0;172.0;20060215000000
13.0;998.0;20060215000000
91.0;480.0;20060215000000
167.0;554.0;20060215000000
45.0;65.0;20060215000000
78.0;265.0;20060215000000
6.0;826.0;20060215000000
57.0;122.0;20060215000000
117.0;739.0;20060215000000
20.0;643.0;20060215000000
152.0;59.0;20060215000000
160.0;767.0;20060215000000
34.0;43.0;20060215000000
35.0;201.0;20060215000000
198.0;464.0;20060215000000
69.0;292.0;20060215000000
161.0;588.0;20060215000000
13.0;381.0;20060215000000
36.0;381.0;20060215000000
63.0;208.0;20060215000000
52.0;424.0;20060215000000
120.0;489.0;20060215000000
56.0;63.0;20060215000000
73.0;45.0;20060215000000
139.0;862.0;20060215000000
166.0;426.0;20060215000000
55.0;620.0;20060215000000
10.0;236.0;20060215000000
87.0;161.0;20060215000000
166.0;306.0;20060215000000
43.0;105.0;20060215000000
90.0;586.0;20060215000000
73.0;374.0;20060215000000
65.0;97.0;20060215000000
26.0;544.0;20060215000000
92.0;381.0;20060215000000
137.0;603.0;20060215000000
199.0;216.0;20060215000000
2.0;249.0;20060215000000
105.0;315.0;20060215000000
53.0;447.0;20060215000000
119.0;49.0;20060215000000
139.0;233.0;20060215000000
87.0;961.0;20060215000000
71.0;450.0;20060215000000
47.0;787.0;20060215000000
3.0;967.0;20060215000000
163.0;180.0;20060215000000
77.0;749.0;20060215000000
190.0;38.0;20060215000000
13.0;203.0;20060215000000
157.0;217.0;20060215000000
72.0;286.0;20060215000000
3.0;441.0;20060215000000
128.0;665.0;20060215000000
174.0;11.0;20060215000000
196.0;276.0;20060215000000
197.0;531.0;20060215000000
53.0;307.0;20060215000000
192.0;674.0;20060215000000
145.0;625.0;20060215000000
185.0;919.0;20060215000000
114.0;452.0;20060215000000
198.0;347.0;20060215000000
1.0;140.0;20060215000000
116.0;36.0;20060215000000
63.0;944.0;20060215000000
69.0;720.0;20060215000000
118.0;572.0;20060215000000
156.0;593.0;20060215000000
32.0;401.0;20060215000000
128.0;814.0;20060215000000
117.0;273.0;20060215000000
114.0;162.0;20060215000000
80.0;553.0;20060215000000
121.0;170.0;20060215000000
135.0;814.0;20060215000000
155.0;997.0;20060215000000
10.0;716.0;20060215000000
105.0;906.0;20060215000000
23.0;820.0;20060215000000
157.0;835.0;20060215000000
26.0;186.0;20060215000000
177.0;910.0;20060215000000
149.0;53.0;20060215000000
174.0;827.0;20060215000000
193.0;462.0;20060215000000
161.0;669.0;20060215000000
191.0;39.0;20060215000000
24.0;277.0;20060215000000
182.0;301.0;20060215000000
153.0;203.0;20060215000000
9.0;200.0;20060215000000
27.0;830.0;20060215000000
5.0;411.0;20060215000000
63.0;392.0;20060215000000
147.0;688.0;20060215000000
50.0;476.0;20060215000000
8.0;523.0;20060215000000
72.0;623.0;20060215000000
127.0;141.0;20060215000000
101.0;787.0;20060215000000
150.0;962.0;20060215000000
130.0;208.0;20060215000000
117.0;785.0;20060215000000
16.0;271.0;20060215000000
144.0;599.0;20060215000000
55.0;776.0;20060215000000
132.0;586.0;20060215000000
73.0;666.0;20060215000000
61.0;372.0;20060215000000
3.0;289.0;20060215000000
92.0;453.0;20060215000000
74.0;415.0;20060215000000
139.0;229.0;20060215000000
113.0;719.0;20060215000000
199.0;541.0;20060215000000
73.0;946.0;20060215000000
136.0;808.0;20060215000000
34.0;971.0;20060215000000
127.0;791.0;20060215000000
171.0;166.0;20060215000000
43.0;330.0;20060215000000
184.0;87.0;20060215000000
168.0;56.0;20060215000000
156.0;297.0;20060215000000
23.0;212.0;20060215000000
177.0;684.0;20060215000000
82.0;893.0;20060215000000
40.0;466.0;20060215000000
165.0;947.0;20060215000000
14.0;232.0;20060215000000
27.0;334.0;20060215000000
135.0;553.0;20060215000000
42.0;535.0;20060215000000
17.0;606.0;20060215000000
166.0;622.0;20060215000000
111.0;508.0;20060215000000
23.0;691.0;20060215000000
82.0;497.0;20060215000000
58.0;858.0;20060215000000
73.0;823.0;20060215000000
8.0;263.0;20060215000000
110.0;126.0;20060215000000
7.0;901.0;20060215000000
27.0;771.0;20060215000000
54.0;301.0;20060215000000
29.0;110.0;20060215000000
64.0;280.0;20060215000000
136.0;781.0;20060215000000
76.0;642.0;20060215000000
174.0;830.0;20060215000000
125.0;62.0;20060215000000
147.0;864.0;20060215000000
147.0;298.0;20060215000000
161.0;921.0;20060215000000
57.0;637.0;20060215000000
117.0;432.0;20060215000000
165.0;437.0;20060215000000
194.0;88.0;20060215000000
69.0;374.0;20060215000000
106.0;439.0;20060215000000
122.0;227.0;20060215000000
19.0;513.0;20060215000000
139.0;200.0;20060215000000
40.0;374.0;20060215000000
178.0;974.0;20060215000000
118.0;39.0;20060215000000
169.0;673.0;20060215000000
139.0;90.0;20060215000000
178.0;587.0;20060215000000
84.0;646.0;20060215000000
89.0;446.0;20060215000000
176.0;517.0;20060215000000
